country,year,dem_ind,log_gdppc,log_pop,age_1,age_2,age_3,age_4,age_5,educ,age_median,code
Cameroon,1965,0.560000002,7.426561832,8.574707031,0.401169389,0.261410803,0.173896596,0.106374897,0.0571482,1.366000056,20,37
Cameroon,1970,0.166666701,7.436739922,8.679652214,0.410356492,0.256706297,0.170798004,0.104923598,0.057215601,1.261000037,19.70000076,37
Cameroon,1975,0.166666701,7.365276814,8.797397614,0.421290696,0.251960188,0.166616395,0.102834702,0.0572979,1.25,19.10000038,37
Cameroon,1980,0.166666701,7.550082207,8.928242683,0.434087008,0.247653097,0.161179394,0.099960297,0.0571202,1.412999988,18.5,37
Cameroon,1985,0.166666701,7.662082195,9.073833466,0.443682909,0.247886702,0.154900596,0.096641503,0.056888301,1.725000024,17.89999962,37
Cameroon,1990,0.166666701,7.935493946,9.214631081,0.450094312,0.251067609,0.149667293,0.093157202,0.056013498,2.030999899,17.5,37
Cameroon,1995,0,7.725914001,9.359966278,0.450094312,0.258188993,0.146287099,0.090035997,0.055393599,2.392999887,17.39999962,37
Cameroon,2000,0,7.525446892,9.493487358,0.444311887,0.266214401,0.147010595,0.087296903,0.0551662,2.753000021,17.60000038,37
"Congo, Rep.",1965,0.460000008,6.200138092,6.895682812,0.414925396,0.25870651,0.168159202,0.102487601,0.055721398,,19.29999924,38
"Congo, Rep.",1970,0,6.680864811,7.013016224,0.42432189,0.257217914,0.163604498,0.099737503,0.055118099,,18.79999924,38
"Congo, Rep.",1975,0.333333313,6.834070206,7.141244888,0.436555892,0.253776401,0.159365594,0.0966767,0.053625401,,18.20000076,38
"Congo, Rep.",1980,0,7.089019775,7.277247906,0.448900402,0.250970215,0.153298795,0.093143597,0.053686898,1.925999999,17.60000038,38
"Congo, Rep.",1985,0,7.354609013,7.419980049,0.454797596,0.252911806,0.150305003,0.089850202,0.0521353,2.453999996,17.20000076,38
"Congo, Rep.",1990,0.166666701,7.680787086,7.562160969,0.456264794,0.259101689,0.147517696,0.086524799,0.050590999,3.263999939,17.10000038,38
"Congo, Rep.",1995,0.5,7.646155834,7.709756851,0.45731461,0.264929891,0.145491004,0.0833667,0.048897799,3.927000046,17,38
"Congo, Rep.",2000,0.166666701,7.473289013,7.864419937,0.460831106,0.26668939,0.144073606,0.081062697,0.047343299,4.269000053,16.89999962,38
Colombia,1960,0.699999988,7.82475996,,0.447228909,0.247228906,0.159793496,0.096660897,0.0490878,,17.79999924,39
Colombia,1965,0.709999979,7.835979939,9.732521057,0.46298489,0.240360707,0.151026204,0.095385,0.050243199,2.967000008,16.89999962,39
Colombia,1970,0.833333313,7.917768955,9.882825851,0.4672077,0.246312499,0.143367499,0.091052897,0.052059401,2.786999941,16.60000038,39
Colombia,1975,0.833333313,8.058127403,10.02398014,0.457430303,0.262642413,0.137393102,0.088817999,0.053716298,2.733999968,16.89999962,39
Colombia,1980,0.833333313,8.22009182,10.14175987,0.433941513,0.282989889,0.139840007,0.087276898,0.0559518,3.976999998,17.89999962,39
Colombia,1985,0.833333313,8.369085312,10.25580025,0.406615794,0.29960981,0.150209203,0.086230502,0.057334699,3.938999891,18.89999962,39
Colombia,1990,0.666666687,8.377017021,10.36277962,0.378217906,0.307684988,0.168009102,0.085694402,0.060393602,4.146999836,20.20000076,39
Colombia,1995,0.5,8.504003525,10.46224976,0.360365987,0.300000012,0.187303394,0.089419499,0.062911101,4.374000072,21.70000076,39
Colombia,2000,0.5,8.608838081,10.55992031,0.344299704,0.286674291,0.203933403,0.099657498,0.065435097,4.679999828,22.89999962,39
Comoros,1980,0.5,7.773190975,,0.476340711,0.255520493,0.148265004,0.078864403,0.041009501,,16.10000038,40
Comoros,1985,0.166666701,7.637650013,5.814129829,0.479274601,0.2564767,0.145077705,0.077720203,0.041450799,,16,40
Comoros,1990,0.333333313,7.723227024,5.937535763,0.480263114,0.263157904,0.140350893,0.076754399,0.039473701,,15.89999962,40
Comoros,1995,0.5,7.67605114,6.068426132,0.468690693,0.271347314,0.142315,0.077798903,0.039848201,,16.39999962,40
Comoros,2000,0.166666701,7.417263985,6.198479176,0.452459008,0.283606589,0.145901605,0.078688502,0.0393443,,17.10000038,40
Cape Verde,1980,0.166666701,7.070885181,5.627621174,0.465949804,0.243727595,0.118279599,0.086021498,0.086021498,,16.29999924,41
Cape Verde,1985,0.166666701,7.571467876,5.666427135,0.458620697,0.275862098,0.089655198,0.093103401,0.082758598,,16.5,41
Cape Verde,1990,0.333333313,7.835604191,5.736571789,0.451104105,0.293375403,0.091482602,0.0946372,0.069400601,,16.89999962,41
Cape Verde,1995,1,7.976820946,5.833055019,0.469913989,0.275071591,0.111747898,0.077363901,0.065902598,,16.60000038,41
Cape Verde,2000,1,8.063304901,5.945421219,0.448979586,0.275510192,0.145408198,0.063775502,0.066326499,,17.10000038,41
Costa Rica,1960,0.910000026,8.08152771,,0.418439686,0.232269496,0.163120598,0.112588704,0.073581599,,19.70000076,42
Costa Rica,1965,0.899999976,8.153574944,7.065612793,0.448275894,0.222638696,0.152923495,0.104197897,0.071964003,3.855999947,18,42
Costa Rica,1970,1,8.222896576,7.267525196,0.464895606,0.226438999,0.139152393,0.099936701,0.069576196,3.832999945,16.89999962,42
Costa Rica,1975,1,8.338310242,7.459915161,0.447802186,0.252197802,0.139010996,0.0928571,0.068131901,3.611000061,17.39999962,42
Costa Rica,1980,1,8.483472824,7.584773064,0.414146304,0.284390211,0.140487805,0.092195101,0.068780497,4.480000019,18.70000076,42
Costa Rica,1985,1,8.597602844,7.733684063,0.377503186,0.311035395,0.150830895,0.089049898,0.071580701,4.703000069,20,42
Costa Rica,1990,1,8.443102837,7.879292011,0.359183699,0.310946196,0.169202194,0.091280103,0.069387801,5.198999882,21.39999962,42
Costa Rica,1995,1,8.503363609,8.022568703,0.358790994,0.285017908,0.192720205,0.092297703,0.071173199,5.565999985,22.5,42
Costa Rica,2000,1,8.581841469,8.14031601,0.344748199,0.267913699,0.214100704,0.1007194,0.072517999,5.823999882,23.5,42
Cuba,1960,0.140000001,,,0.354728192,0.247079,0.187412396,0.136314094,0.0744664,,23.20000076,43
Cuba,1965,0.050000001,,8.851520538,0.342591286,0.254831791,0.181388706,0.141589105,0.079599097,,23.39999962,43
Cuba,1970,0,,8.955964088,0.358617097,0.255804986,0.166021705,0.131836995,0.087719299,,22.70000076,43
Cuba,1975,0,,9.050171852,0.369718313,0.250117391,0.166901395,0.1196009,0.093662001,,22.29999924,43
Cuba,1980,0.166666701,,9.138414383,0.373455107,0.240300894,0.171843097,0.115636803,0.098764099,,22.70000076,43
Cuba,1985,0.166666701,,9.180912018,0.31939441,0.267998815,0.188072905,0.116695903,0.107838102,,24.20000076,43
Cuba,1990,0,8.840083122,9.221775055,0.265520006,0.296164513,0.197410002,0.129003599,0.111901902,,25.70000076,43
Cuba,1995,0,8.805139542,9.270964622,0.230544806,0.315611213,0.196951196,0.139644295,0.117248498,,27.79999924,43
Cuba,2000,0,8.534361839,9.302372932,0.223255798,0.272320986,0.225262195,0.155677199,0.123483799,,30.20000076,43
Cyprus,1965,0.870000005,7.997364044,6.350885868,0.366492212,0.232111707,0.174520105,0.130890101,0.095986001,4.293000221,23,44
Cyprus,1970,0.833333313,8.290691376,6.36646986,0.344768405,0.250428796,0.171526596,0.132075503,0.1012007,4.526000023,23.29999924,44
Cyprus,1975,0.5,8.570661545,6.421621799,0.311074913,0.245928302,0.172638401,0.131921798,0.138436496,4.882999897,25.89999962,44
Cyprus,1980,0.666666687,8.415262222,6.413458824,0.259868413,0.291118413,0.177631602,0.133223698,0.138157904,6.449999809,27.10000038,44
Cyprus,1985,1,8.957566261,6.415097237,0.243862495,0.278232396,0.201309294,0.135842904,0.140752897,6.531000137,28.70000076,44
Cyprus,1990,1,9.166230202,6.473890781,0.251543194,0.260802507,0.203703701,0.140432104,0.143518493,7.947000027,29.29999924,44
Cyprus,1995,1,9.465646744,6.523561954,0.259530813,0.227272704,0.217008799,0.149560094,0.146627605,8.411000252,30.89999962,44
Cyprus,2000,1,9.684249878,6.595779896,0.251682401,0.2193809,0.218034998,0.161507398,0.149394304,8.598999977,31.89999962,44
Czech Republic,2000,1,9.465741158,9.242904663,0.185963199,0.231945798,0.211616695,0.190416306,0.180058107,,36.20000076,45
Czechoslovakia,1960,0.219999999,,,0.278943688,0.211859897,0.198885798,0.192246005,0.118064597,,,46
Czechoslovakia,1965,0.200000003,,9.514016151,0.280000001,0.205620393,0.190365002,0.195985407,0.128029197,,,46
Czechoslovakia,1970,0,,9.557303429,0.261240214,0.221535593,0.207685202,0.166631103,0.142907903,,,46
Czechoslovakia,1975,0,,9.568259239,0.231160998,0.248046294,0.184482306,0.166899204,0.169411093,,,46
Czechoslovakia,1980,0,,9.602334976,0.235425904,0.249134704,0.182897896,0.163624004,0.168917507,,,46
Czechoslovakia,1985,0,,9.630122185,0.243397295,0.228979602,0.198243707,0.172422796,0.156956598,,,46
Czechoslovakia,1990,0.833333313,,9.65038681,0.246115997,0.2122605,0.223588794,0.158272907,0.159761801,,,46
Czechoslovakia,1995,,,9.657970428,0.2273691,0.218503103,0.228011593,0.159139097,0.166977197,,,46
Czechoslovakia,2000,,,9.661076546,0.199528396,0.233813405,0.217690498,0.178753495,0.170214102,,,46
Germany,1960,,,,0.211955801,0.227170601,0.186915204,0.216079399,0.157878995,,34.5,47
Germany,1965,,,11.19373989,0.212750494,0.2244654,0.177358404,0.212695494,0.172730103,,34.70000076,47
Germany,1970,,,11.23373032,0.228503004,0.213548496,0.194631696,0.175780594,0.187536195,,34.40000153,47
Germany,1975,,9.427697182,11.26084995,0.232189193,0.198339507,0.208189905,0.162570804,0.198710501,,34.29999924,47
Germany,1980,,9.505296707,11.27313042,0.215214506,0.207651705,0.213625699,0.1592374,0.204270706,,35.40000153,47
Germany,1985,,9.67539978,11.26834011,0.184881493,0.232858196,0.210721999,0.178699195,0.192839295,,36.40000153,47
Germany,1990,1,9.754589081,11.26058006,0.160146698,0.242376298,0.201583296,0.196640298,0.199253395,,37.09999847,47
Germany,1995,1,9.881375313,11.28267002,0.160827398,0.223949701,0.209623203,0.2014402,0.204159498,,37.70000076,47
Germany,2000,1,9.953698158,11.3100996,0.162431598,0.196340904,0.235809907,0.196781695,0.208635896,,38.40000153,47
"Germany, East",1960,0.200000003,,,,,,,,,,48
"Germany, East",1965,0.180000007,,,,,,,,,,48
"Germany, East",1970,0,,,,,,,,,,48
"Germany, East",1975,0,,,,,,,,,,48
"Germany, East",1980,0,,,,,,,,,,48
"Germany, East",1985,0,,,,,,,,,,48
"Germany, East",1990,,,,,,,,,,,48
"Germany, East",1995,,,,,,,,,,,48
"Germany, East",2000,,,,,,,,,,,48
"Germany, West",1960,0.879999995,,,,,,,,,,49
"Germany, West",1965,0.889999986,,,,,,,,8.277999878,,49
"Germany, West",1970,1,,,,,,,,8.246999741,,49
"Germany, West",1975,1,,,,,,,,8.269000053,,49
"Germany, West",1980,1,,,,,,,,7.731999874,,49
"Germany, West",1985,1,,,,,,,,8.404999733,,49
"Germany, West",1990,,,,,,,,,8.979000092,,49
"Germany, West",1995,,,,,,,,,9.059000015,,49
"Germany, West",2000,,,,,,,,,9.571000099,,49
Djibouti,1985,0.166666701,,5.703783035,0.44615379,0.264615387,0.163076907,0.086153798,0.039999999,,17.60000038,50
Djibouti,1990,0.166666701,,5.869297028,0.434895813,0.270833313,0.158854201,0.088541701,0.046875,,17.89999962,50
Djibouti,1995,0.333333313,,6.152732849,0.432637602,0.273244798,0.159392804,0.091081597,0.043643299,,18.20000076,50
Djibouti,2000,0.5,,6.363028049,0.431338012,0.271126688,0.160211295,0.0915493,0.045774601,,18.39999962,50
Dominica,1985,0.833333313,8.126091003,4.295241833,,,,,,,,51
Dominica,1990,0.833333313,8.471012115,4.298100948,,,,,,,,51
Dominica,1995,1,8.67647171,4.280271053,,,,,,,,51
Dominica,2000,1,8.789486885,4.29046011,,,,,,,,51
Denmark,1960,1,9.071525574,,0.265375108,0.200495601,0.209731907,0.182023004,0.142374396,,32.40000153,52
Denmark,1965,1,9.30456543,8.429672241,0.252346605,0.210216105,0.195808798,0.186858803,0.154769704,8.94699955,33,52
Denmark,1970,1,9.532278061,8.467582703,0.237704903,0.229928493,0.184110999,0.183900803,0.164354801,8.859000206,32.79999924,52
Denmark,1975,1,9.682692528,8.502891541,0.232907295,0.236153394,0.175694898,0.178940997,0.176303506,8.781000137,32.5,52
Denmark,1980,1,9.717536926,8.529121399,0.225997597,0.229356006,0.188265502,0.169103101,0.187277704,8.951000214,33,52
Denmark,1985,1,9.814511299,8.541495323,0.208430901,0.222872704,0.2117486,0.162177995,0.194769695,9.163000107,34.29999924,52
Denmark,1990,1,9.913644791,8.539736748,0.184431806,0.227068305,0.224916905,0.160571098,0.2030119,9.420000076,36,52
Denmark,1995,1,9.989904404,8.544808388,0.170266598,0.226697803,0.223389804,0.176104307,0.203541502,10.12699986,37.09999847,52
Denmark,2000,1,10.07164001,8.561783791,0.173713401,0.210445806,0.219054893,0.198201597,0.198584303,9.855999947,37.70000076,52
Dominican Republic,1960,0.209999993,7.203041077,,0.454545498,0.261774391,0.145673603,0.087988302,0.050018299,,17.29999924,53
Dominican Republic,1965,0.389999986,7.435221195,8.080547333,0.466584086,0.252475291,0.147277206,0.085086599,0.048576701,2.375,16.70000076,53
Dominican Republic,1970,0.666666687,7.447140217,8.244334221,0.475289196,0.251051486,0.145636201,0.080967396,0.047055699,2.270999908,16.20000076,53
Dominican Republic,1975,0.5,7.609761238,8.394573212,0.473541409,0.25554049,0.146766201,0.077792898,0.046359099,2.865999937,16.29999924,53
Dominican Republic,1980,0.833333313,7.854886055,8.526747704,0.453446895,0.272385091,0.144611701,0.082210802,0.0473455,3.128000021,17.10000038,53
Dominican Republic,1985,1,7.978274822,8.647343636,0.422503114,0.293136686,0.150430098,0.085659102,0.048271,3.359999895,18.20000076,53
Dominican Republic,1990,0.833333313,8.036067009,8.770439148,0.397360206,0.304192513,0.160558999,0.089596301,0.048291899,3.79399991,19.39999962,53
Dominican Republic,1995,0.5,8.058249474,8.862341881,0.38410309,0.293992609,0.174695402,0.092944197,0.054264698,4.302000046,20.39999962,53
Dominican Republic,2000,0.833333313,8.221441269,8.948586464,0.36451149,0.28320539,0.191361994,0.101079702,0.059841301,4.866000175,21.79999924,53
Algeria,1970,0.166666701,8.104170799,9.386224747,0.465402991,0.2504403,0.148284793,0.084961802,0.05091,0.646000028,16.70000076,54
Algeria,1975,0,8.141255379,9.528503418,0.483561188,0.2331976,0.139147505,0.081393696,0.062700003,0.822000027,15.80000019,54
Algeria,1980,0.166666701,8.206530571,9.68146801,0.476089388,0.248408005,0.131726801,0.082969204,0.060806599,1.085000038,16.20000076,54
Algeria,1985,0.166666701,8.469116211,9.834629059,0.464969814,0.267061502,0.126887605,0.083560102,0.0575209,1.554999948,16.60000038,54
Algeria,1990,0.5,8.612084389,9.993282318,0.440104187,0.280244887,0.139071599,0.083516099,0.0570632,2.138999939,17.70000076,54
Algeria,1995,0.166666701,8.510195732,10.12751007,0.423655003,0.287712812,0.154368803,0.078023799,0.056239501,3.00999999,18.5,54
Algeria,2000,0.166666701,8.437540054,10.24209976,0.392445892,0.293303192,0.175293207,0.080669999,0.058287598,3.907000065,19.70000076,54
Ecuador,1960,0.839999974,7.528274059,,0.416688293,0.247214302,0.157812893,0.103135496,0.075149,,19.39999962,55
Ecuador,1965,0.449999988,7.60271883,8.398184776,0.434429914,0.243803501,0.152320907,0.099369101,0.0700766,2.951999903,18.5,55
Ecuador,1970,0,7.652978897,8.545586586,0.446626514,0.242271096,0.150495797,0.0941085,0.066498198,3.002000093,17.79999924,55
Ecuador,1975,0,7.737057209,8.694501877,0.443774104,0.254063994,0.149153695,0.090162598,0.062845699,3.157000065,17.60000038,55
Ecuador,1980,0.833333313,8.160672188,8.840291023,0.438169688,0.2655662,0.147697702,0.087460198,0.061106302,3.986999989,17.89999962,55
Ecuador,1985,0.833333313,8.352686882,8.982310295,0.428086907,0.27634719,0.148599401,0.087802999,0.059163399,5.401000023,18.39999962,55
Ecuador,1990,0.833333313,8.276384354,9.115920067,0.411693603,0.280580312,0.159248307,0.089240603,0.059237301,5.517000198,19.10000038,55
Ecuador,1995,0.833333313,8.235886574,9.236397743,0.389516801,0.286048293,0.171765402,0.091387399,0.061282199,5.93900013,20.10000038,55
Ecuador,2000,0.666666687,8.264270782,9.346617699,0.365167111,0.289485186,0.184512898,0.095852003,0.064982899,6.249000072,21.39999962,55
"Egypt, Arab Rep.",1960,0.370000005,7.182665825,,0.408836901,0.262352198,0.172363505,0.104527801,0.051919699,,19.70000076,56
"Egypt, Arab Rep.",1965,0.389999986,7.298231125,10.16285038,0.424569011,0.247485593,0.169935301,0.103232801,0.054777302,,19.10000038,56
"Egypt, Arab Rep.",1970,0.166666701,7.471500874,10.28837967,0.435460389,0.235599801,0.160382703,0.102211498,0.066345602,,18.29999924,56
"Egypt, Arab Rep.",1975,0.166666701,7.585578918,10.40587044,0.413813591,0.259749502,0.157606795,0.101660803,0.067169301,,18.89999962,56
"Egypt, Arab Rep.",1980,0.333333313,7.432980061,10.49927044,0.409137189,0.271850795,0.152065501,0.102996498,0.063949898,1.320000052,19.10000038,56
"Egypt, Arab Rep.",1985,0.5,7.793142796,10.61826992,0.414004296,0.267881095,0.151019007,0.106091298,0.061004199,2.213000059,19.20000076,56
"Egypt, Arab Rep.",1990,0.333333313,7.925965786,10.74744034,0.419534087,0.260374099,0.157710299,0.102321498,0.060059998,2.934000015,19,56
"Egypt, Arab Rep.",1995,0.166666701,8.084625244,10.86746025,0.412268907,0.255007386,0.172180697,0.098732203,0.061810698,3.572999954,19.29999924,56
"Egypt, Arab Rep.",2000,0.166666701,8.190037727,10.97130013,0.391862303,0.2596246,0.181167796,0.102483802,0.064861499,4.243999958,20.10000038,56
Eritrea,2000,0,,8.181440353,0.461010605,0.270118505,0.150966898,0.082345597,0.035558298,,16.79999924,57
Spain,1960,0.109999999,8.266324997,,0.271867901,0.248133406,0.205322295,0.1592917,0.115384601,,28.79999924,58
Spain,1965,0.100000001,8.441744804,10.3240099,0.274282485,0.232678801,0.209988803,0.159749106,0.123300701,3.64199996,29.60000038,58
Spain,1970,0.333333313,8.850598335,10.37526989,0.273387998,0.224412799,0.215709493,0.158623695,0.127866,3.750999928,30.10000038,58
Spain,1975,0.333333313,9.113360405,10.42759037,0.279412597,0.218130097,0.198768407,0.161554903,0.142133906,4.684999943,30.20000076,58
Spain,1980,0.833333313,9.323490143,10.47770977,0.276111007,0.227484703,0.187117204,0.165430605,0.143856406,4.493000031,29.70000076,58
Spain,1985,1,9.350207329,10.52904987,0.26572901,0.229955807,0.182382405,0.173299193,0.148633495,5.147999763,30.29999924,58
Spain,1990,1,9.373482704,10.55601978,0.230825201,0.243976593,0.185705006,0.170110494,0.169382706,5.31799984,31.89999962,58
Spain,1995,1,9.580329895,10.56709957,0.193781495,0.2490713,0.200015306,0.164775297,0.192356601,6.085000038,33.90000153,58
Spain,2000,1,9.699554443,10.57668972,0.162430793,0.249643207,0.216290697,0.1639833,0.207652003,6.616000175,35.59999847,58
Estonia,1960,,,,0.237068996,0.260344803,0.181896597,0.174137905,0.146551698,,30.20000076,59
Estonia,1965,,,7.103322029,0.227160498,0.240329206,0.197530895,0.184362099,0.150617301,,32,59
Estonia,1970,,,7.163171768,0.228682205,0.224806204,0.221705407,0.164341107,0.160465106,,32.90000153,59
Estonia,1975,,,7.218910217,0.221407607,0.218475103,0.236070395,0.156891495,0.1671554,,33.70000076,59
Estonia,1980,,,7.26682806,0.217877105,0.226955295,0.217178807,0.1662011,0.171787694,,34.09999847,59
Estonia,1985,,,7.297768116,0.216711998,0.228260905,0.209239095,0.186141297,0.159646705,,33.90000153,59
Estonia,1990,,,7.332368851,0.220327899,0.220327899,0.209180295,0.184262305,0.165901601,,34,59
Estonia,1995,0.833333313,,7.358193874,0.223484799,0.211489901,0.210227296,0.1849747,0.1698232,,34.09999847,59
Estonia,2000,1,8.923178673,7.270312786,0.205659106,0.200138003,0.2153209,0.184265003,0.194617003,,36.59999847,59
Ethiopia 1993-,2000,0.333333313,6.269394875,10.94252968,0.459118694,0.262742192,0.149610296,0.084081702,0.044447199,,17,60
Ethiopia -pre 1993,1960,0.310000002,6.259006977,,0.443577409,0.264198005,0.159987107,0.088142902,0.0440946,,,61
Ethiopia -pre 1993,1965,0.129999995,6.266718864,10.09374046,0.443363011,0.265810698,0.159536093,0.089749403,0.041540701,,,61
Ethiopia -pre 1993,1970,0.333333313,6.351093769,10.20421982,0.444914013,0.265618086,0.158716694,0.088674098,0.042077001,,,61
Ethiopia -pre 1993,1975,0,6.409464836,10.33423042,0.447680414,0.263833106,0.157703802,0.087922797,0.042859901,,,61
Ethiopia -pre 1993,1980,0,6.438395977,10.46432972,0.450999886,0.261286408,0.1569141,0.087161802,0.043637801,,,61
Ethiopia -pre 1993,1985,0,6.463726997,10.59910965,0.45216459,0.261269301,0.155905202,0.086634398,0.044026501,,,61
Ethiopia -pre 1993,1990,0,6.229137897,10.73750019,0.453080088,0.263045907,0.154309407,0.085802898,0.0437617,,,61
Ethiopia -pre 1993,1995,,6.352315903,10.90262985,0.457003713,0.263270289,0.151372299,0.08478,0.0435737,,,61
Ethiopia -pre 1993,2000,,,11.00382996,0.459218889,0.263132691,0.149682105,0.083989799,0.043976501,,,61
Finland,1960,0.970000029,8.773726463,,0.306493491,0.224321097,0.199291602,0.166233793,0.103660002,,27.89999962,63
Finland,1965,0.970000029,8.921468735,8.396154404,0.304063201,0.219413102,0.193453699,0.171557605,0.1115124,5.373000145,28.20000076,63
Finland,1970,0.833333313,9.12871933,8.425954819,0.270815104,0.25,0.190841407,0.165863305,0.122480303,5.782000065,28.5,63
Finland,1975,0.833333313,9.342399597,8.435114861,0.245983496,0.259009987,0.1871472,0.166087702,0.1417716,6.502999783,29.60000038,63
Finland,1980,0.833333313,9.541437149,8.457655907,0.220123097,0.269794106,0.188707307,0.166206703,0.155168802,7.225999832,30.70000076,63
Finland,1985,0.833333313,9.651776314,8.472195625,0.2030956,0.245346203,0.218991801,0.169002295,0.163564101,8.329000473,32.79999924,63
Finland,1990,1,9.76348114,8.497398376,0.194002405,0.227254197,0.238066107,0.166258693,0.174418598,7.954999924,34.70000076,63
Finland,1995,1,9.916919708,8.514389038,0.193102106,0.206136003,0.247042298,0.169039503,0.184680194,9.479999542,36.40000153,63
Finland,2000,1,9.841030121,8.538562775,0.190131202,0.192676693,0.230076402,0.197571993,0.189543799,9.822999954,37.79999924,63
Fiji,1975,0.833333313,8.141119003,6.253829002,0.435452789,0.28323701,0.154142603,0.0867052,0.040462401,5.089000225,17.79999924,64
Fiji,1980,0.833333313,8.310013771,6.356108189,0.397923887,0.302768201,0.162629798,0.089965403,0.046712801,5.117000103,19,64
Fiji,1985,0.833333313,8.433839798,6.452048779,0.390822798,0.300632894,0.170886099,0.091772199,0.045886099,6.006999969,19.79999924,64
Fiji,1990,0.166666701,8.373540878,6.546784878,0.386459798,0.299012691,0.174894199,0.094499297,0.045134,6.756000042,20.5,64
Fiji,1995,0.5,8.472949982,6.601230145,0.377930999,0.280000001,0.190344796,0.102068998,0.049655199,7.421999931,21.29999924,64
Fiji,2000,0.166666701,8.562225342,6.646389961,0.356306911,0.276983112,0.204161197,0.111833602,0.050715201,7.683000088,22,64
France,1960,0.899999976,8.758134842,,0.244565696,0.2112692,0.186308399,0.194920301,0.162936404,,32.90000153,65
France,1965,0.910000026,8.965018272,10.72949982,0.26370281,0.193919107,0.186980098,0.187396005,0.168001905,5.777999878,33,65
France,1970,1,9.192188263,10.79461956,0.256060511,0.206735298,0.205381706,0.156835794,0.174986705,5.861000061,32.70000076,65
France,1975,1,9.420286179,10.83510017,0.248252094,0.223732203,0.192338705,0.155115694,0.180561304,5.860000134,32.29999924,65
France,1980,1,9.545926094,10.87234974,0.238984406,0.242153406,0.177843601,0.158336207,0.182682499,6.084000111,31.60000038,65
France,1985,1,9.693839073,10.89451981,0.222820193,0.237092197,0.191288397,0.176663801,0.172135398,6.769999981,32.5,65
France,1990,1,9.755047798,10.91816998,0.212046698,0.231437102,0.208447099,0.165940106,0.182128996,7.30700016,33.70000076,65
France,1995,1,9.904652596,10.94614983,0.202467605,0.226139098,0.224112093,0.156076506,0.191204697,7.556000233,34.70000076,65
France,2000,1,9.909255981,10.96549988,0.195207998,0.212029994,0.222831905,0.169269696,0.200660497,7.943999767,36.20000076,65
Gabon,1965,0.449999988,8.015266418,6.186209202,0.303092808,0.235051498,0.1979381,0.154639199,0.109278403,,27.39999962,66
Gabon,1970,0.166666701,8.600771904,6.204557896,0.319999993,0.228,0.192000002,0.150000006,0.109999999,,26.70000076,66
Gabon,1975,0.166666701,8.83305645,6.222576141,0.328301907,0.230188698,0.186792403,0.145282999,0.109434001,,25.70000076,66
Gabon,1980,0.166666701,8.955916405,6.385193825,0.357737094,0.241264597,0.168053195,0.133111507,0.0998336,,23.29999924,66
Gabon,1985,0.166666701,9.111508369,6.539586067,0.388489187,0.246043205,0.158273399,0.115107901,0.0920863,,21.5,66
Gabon,1990,0.5,8.86198616,6.688354015,0.416049391,0.240740702,0.161728397,0.096296303,0.0851852,,19.89999962,66
Gabon,1995,0.333333313,9.111216545,6.840547085,0.426470608,0.247899204,0.161764696,0.086134501,0.077731103,,18.79999924,66
Gabon,2000,0.333333313,9.095333099,6.982862949,0.427026987,0.261261314,0.160360396,0.081982002,0.069369398,,18.5,66
United Kingdom,1960,0.99000001,9.068756104,,0.228750005,0.196627006,0.214484096,0.198313504,0.161825404,,35,67
United Kingdom,1965,0.99000001,9.177210808,10.8661499,0.232587501,0.195803896,0.200767905,0.202183396,0.168657407,7.666999817,35.40000153,67
United Kingdom,1970,1,9.29497242,10.90320015,0.2322689,0.2090756,0.193090603,0.1897479,0.175816998,7.170000076,34.79999924,67
United Kingdom,1975,1,9.399695396,10.92650986,0.242486104,0.213743806,0.175116703,0.182083502,0.186569899,7.65500021,33.70000076,67
United Kingdom,1980,1,9.485318184,10.93712997,0.233374193,0.2180565,0.176469505,0.175892204,0.196207598,8.008999825,33.90000153,67
United Kingdom,1985,1,9.569087982,10.9389801,0.208946303,0.222758502,0.193225399,0.173596695,0.201473102,8.166000366,34.59999847,67
United Kingdom,1990,1,9.667117119,10.94526005,0.192465603,0.236493498,0.20025,0.1640957,0.206695199,8.44299984,35.29999924,67
United Kingdom,1995,1,9.815903664,10.9605999,0.190479502,0.218226999,0.210633904,0.169197693,0.211461902,8.744000435,36.5,67
United Kingdom,2000,1,9.883865356,10.97249985,0.192502305,0.200561494,0.216385305,0.182242006,0.208308801,9.031999588,37,67
Georgia,2000,0.5,,8.585226059,0.230798006,0.221640795,0.224817798,0.158101305,0.164642096,,32.90000153,69
Ghana,1965,0.239999995,6.764173031,8.820846558,0.454384089,0.262605309,0.155404404,0.085317202,0.042288899,0.689999998,17.20000076,70
Ghana,1970,0.166666701,6.712244034,8.965589523,0.455998987,0.261831701,0.154131502,0.085060097,0.042977698,0.867999971,17.10000038,70
Ghana,1975,0,7.156178951,9.060912132,0.456463814,0.262144893,0.152811602,0.084753603,0.043826099,2.02699995,17.10000038,70
Ghana,1980,0.833333313,7.078761101,9.193092346,0.459186792,0.262032092,0.150640696,0.0839471,0.044193301,2.065000057,17,70
Ghana,1985,0,7.093440056,9.281730652,0.460612088,0.26222381,0.149583504,0.083122097,0.044458501,2.348999977,16.89999962,70
Ghana,1990,0.166666701,7.02849102,9.443037987,0.465193689,0.260214895,0.148153797,0.081794798,0.044642899,2.869999886,16.70000076,70
Ghana,1995,0.5,7.074324131,9.62496376,0.455455899,0.266282588,0.150422201,0.082215101,0.0456241,3.338999987,17.10000038,70
